date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2024-08-30,70741.5,0.0,78.5,70820.0,1.0,44.66,2,"NVDA,TSM",Bull_MidVol
2024-09-03,64787.19,0.0,78.5,64865.69,1.0,49.32,2,"NVDA,TSM",Bull_MidVol
2024-09-04,64179.7,0.0,78.5,64258.2,1.0,49.79,2,"NVDA,TSM",Bull_MidVol
2024-09-05,64987.03,0.0,78.5,65065.53,1.0,49.16,2,"NVDA,TSM",Bull_MidVol
2024-09-06,62299.27,0.0,78.5,62377.77,1.0,51.26,2,"NVDA,TSM",Bull_MidVol
2024-09-09,64570.22,0.0,78.5,64648.72,1.0,49.48,2,"NVDA,TSM",Bull_MidVol
2024-09-10,65122.79,0.0,78.5,65201.29,1.0,49.05,2,"NVDA,TSM",Bull_MidVol
2024-09-11,69600.19,0.0,78.5,69678.69,1.0,45.55,2,"NVDA,TSM",Bull_MidVol
2024-09-12,70715.53,0.0,78.5,70794.03,1.0,44.68,2,"NVDA,TSM",Bull_MidVol
2024-09-13,70865.82,0.0,78.5,70944.33,1.0,44.56,2,"NVDA,TSM",Bull_MidVol
2024-09-16,69474.65,0.0,78.5,69553.15,1.0,45.65,2,"NVDA,TSM",Bull_MidVol
2024-09-17,68764.8,0.0,78.5,68843.3,1.0,46.2,2,"NVDA,TSM",Bull_MidVol
2024-09-18,67928.01,0.0,78.5,68006.51,1.0,46.86,2,"NVDA,TSM",Bull_MidVol
2024-09-19,70982.5,0.0,78.5,71061.0,1.0,44.47,2,"NVDA,TSM",Bull_MidVol
2024-09-20,69956.35,0.0,78.5,70034.85,1.0,45.27,2,"NVDA,TSM",Bull_MidVol
2024-09-23,70158.07,0.0,78.5,70236.57,1.0,45.11,2,"NVDA,TSM",Bull_MidVol
2024-09-24,72986.41,0.0,78.5,73064.91,1.0,42.9,2,"NVDA,TSM",Bull_MidVol
2024-09-25,74027.33,0.0,78.5,74105.83,1.0,42.09,2,"NVDA,TSM",Bull_MidVol
2024-09-26,74916.16,0.0,78.5,74994.66,1.0,41.39,2,"NVDA,TSM",Bull_MidVol
2024-09-27,72566.06,0.0,78.5,72644.56,1.0,43.23,2,"NVDA,TSM",Bull_MidVol
2024-09-30,72084.8,0.0,8442.0,80526.8,1.12,43.61,2,"NVDA,PLTR",Bull_MidVol
2024-10-01,69729.76,0.0,8442.0,78171.76,1.12,45.45,2,"NVDA,PLTR",Bull_MidVol
2024-10-02,71396.67,0.0,8442.0,79838.67,1.12,44.14,2,"NVDA,PLTR",Bull_MidVol
2024-10-03,74547.58,0.0,8442.0,82989.58,1.11,41.68,2,"NVDA,PLTR",Bull_MidVol
2024-10-04,76049.32,0.0,8442.0,84491.32,1.11,40.5,2,"NVDA,PLTR",Bull_LowVol
2024-10-07,76027.01,0.0,8442.0,84469.01,1.11,40.52,2,"NVDA,PLTR",Bull_LowVol
2024-10-08,80382.81,0.0,8442.0,88824.81,1.11,37.11,2,"NVDA,PLTR",Bull_LowVol
2024-10-09,81889.65,0.0,8442.0,90331.64,1.1,35.94,2,"NVDA,PLTR",Bull_LowVol
2024-10-10,83063.84,0.0,8442.0,91505.83,1.1,35.02,2,"NVDA,PLTR",Bull_LowVol
2024-10-11,83050.63,0.0,8442.0,91492.62,1.1,35.03,2,"NVDA,PLTR",Bull_LowVol
2024-10-14,84162.78,0.0,8442.0,92604.77,1.1,34.16,2,"NVDA,PLTR",Bull_LowVol
2024-10-15,80833.93,0.0,8442.0,89275.93,1.1,36.76,2,"NVDA,PLTR",Bull_LowVol
2024-10-16,81891.8,0.0,8442.0,90333.8,1.1,35.93,2,"NVDA,PLTR",Bull_LowVol
2024-10-17,82408.51,0.0,8442.0,90850.5,1.1,35.53,2,"NVDA,PLTR",Bull_LowVol
2024-10-18,83728.2,0.0,8442.0,92170.19,1.1,34.5,2,"NVDA,PLTR",Bull_LowVol
2024-10-21,85596.18,0.0,8442.0,94038.17,1.1,33.04,2,"NVDA,PLTR",Bull_LowVol
2024-10-22,85779.54,0.0,8442.0,94221.54,1.1,32.89,2,"NVDA,PLTR",Bull_LowVol
2024-10-23,83947.6,0.0,8442.0,92389.59,1.1,34.33,2,"NVDA,PLTR",Bull_LowVol
2024-10-24,85185.43,0.0,8442.0,93627.43,1.1,33.36,2,"NVDA,PLTR",Bull_LowVol
2024-10-25,86840.96,0.0,8442.0,95282.96,1.1,32.06,2,"NVDA,PLTR",Bull_LowVol
2024-10-28,86565.96,0.0,8442.0,95007.95,1.1,32.28,2,"NVDA,PLTR",Bull_LowVol
2024-10-29,86799.57,0.0,8442.0,95241.57,1.1,32.09,2,"NVDA,PLTR",Bull_LowVol
2024-10-30,84910.82,0.0,8442.0,93352.81,1.1,33.57,2,"NVDA,PLTR",Bull_LowVol
2024-10-31,80356.16,294.26,0.0,80061.9,1.0,37.14,2,"PLTR,ARM",Bull_MidVol
2024-11-01,80831.04,294.26,0.0,80536.78,1.0,36.76,2,"PLTR,ARM",Bull_LowVol
2024-11-04,79384.51,294.26,0.0,79090.25,1.0,37.9,2,"PLTR,ARM",Bull_LowVol
2024-11-05,91842.27,294.26,0.0,91548.01,1.0,28.15,2,"PLTR,ARM",Bull_LowVol
2024-11-06,98029.74,294.26,0.0,97735.48,1.0,23.31,2,"PLTR,ARM",Bull_MidVol
