date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2015-05-19,73457.45,-319.85,67336.17,141113.47,1.92,-0.4283,2,"OLED,CACC",Bull_LowVol
2015-05-20,76968.07,-328.26,67336.17,144632.51,1.88,-0.401,2,"OLED,CACC",Bull_LowVol
2015-05-21,76941.59,-336.68,67336.17,144614.44,1.88,-0.4012,2,"OLED,CACC",Bull_LowVol
2015-05-22,78316.71,-345.1,67336.17,145997.98,1.86,-0.3905,2,"OLED,CACC",Bull_LowVol
2015-05-26,77776.5,-353.51,67336.17,145466.18,1.87,-0.3947,2,"OLED,CACC",Bull_LowVol
2015-05-27,79783.7,-361.93,67336.17,147481.81,1.85,-0.3791,2,"OLED,CACC",Bull_LowVol
2015-05-28,79517.95,-370.35,67336.17,147224.47,1.85,-0.3811,2,"OLED,CACC",Bull_LowVol
2015-05-29,77295.53,-378.77,67336.17,145010.47,1.88,-0.3984,2,"OLED,CACC",Bull_LowVol
2015-06-01,78986.86,-387.18,67336.17,146710.21,1.86,-0.3853,2,"OLED,CACC",Bull_LowVol
2015-06-02,77740.37,0.0,79919.18,157659.56,2.03,-0.395,2,"OLED,BLDR",Bull_LowVol
2015-06-03,79882.93,-9.99,79919.18,159812.11,2.0,-0.3783,2,"OLED,BLDR",Bull_LowVol
2015-06-04,76454.84,-19.98,79919.18,156394.01,2.05,-0.405,2,"OLED,BLDR",Bull_LowVol
2015-06-05,77734.12,-29.97,79919.18,157683.27,2.03,-0.395,2,"OLED,BLDR",Bull_LowVol
2015-06-08,77671.2,-39.96,79919.18,157630.34,2.03,-0.3955,2,"OLED,BLDR",Bull_LowVol
2015-06-09,76448.59,-49.95,79919.18,156417.73,2.05,-0.405,2,"OLED,BLDR",Bull_LowVol
2015-06-10,78499.93,-59.94,79919.18,158479.06,2.02,-0.3891,2,"OLED,BLDR",Bull_LowVol
2015-06-11,78325.29,-69.93,79919.18,158314.4,2.02,-0.3904,2,"OLED,BLDR",Bull_LowVol
2015-06-12,75391.89,-79.92,79919.18,155390.99,2.06,-0.4133,2,"OLED,BLDR",Bull_LowVol
2015-06-15,80099.16,-89.91,79919.18,160108.25,2.0,-0.3766,2,"OLED,BLDR",Bull_LowVol
2015-06-16,80349.85,0.0,82849.39,163199.25,2.03,-0.3747,2,"BLDR,NFLX",Bull_LowVol
2015-06-17,79308.14,-10.36,82849.39,162167.89,2.04,-0.3828,2,"BLDR,NFLX",Bull_LowVol
2015-06-18,80069.67,-20.71,82849.39,162939.78,2.03,-0.3769,2,"BLDR,NFLX",Bull_LowVol
2015-06-19,81696.74,-31.07,82849.39,164577.21,2.01,-0.3642,2,"BLDR,NFLX",Bull_LowVol
2015-06-22,83143.15,-41.42,82849.39,166033.96,2.0,-0.3529,2,"BLDR,NFLX",Bull_LowVol
2015-06-23,85575.54,-51.78,82849.39,168476.71,1.97,-0.334,2,"BLDR,NFLX",Bull_LowVol
2015-06-24,83694.02,-62.14,82849.39,166605.55,1.99,-0.3486,2,"BLDR,NFLX",Bull_LowVol
2015-06-25,82078.14,-72.49,82849.39,165000.03,2.01,-0.3612,2,"BLDR,NFLX",Bull_LowVol
2015-06-26,79112.49,-82.85,82849.39,162044.74,2.05,-0.3843,2,"BLDR,NFLX",Bull_LowVol
2015-06-29,74572.03,-93.21,82849.39,157514.63,2.11,-0.4196,2,"BLDR,NFLX",Bull_LowVol
2015-06-30,76820.2,0.0,40286.9,117107.1,1.52,-0.4021,2,"NFLX,HALO",Bull_LowVol
2015-07-01,76501.1,-5.04,40286.9,116793.04,1.53,-0.4046,2,"NFLX,HALO",Bull_LowVol
2015-07-02,76167.26,-10.07,40286.9,116464.24,1.53,-0.4072,2,"NFLX,HALO",Bull_LowVol
2015-07-06,77750.99,-15.11,40286.9,118053.0,1.52,-0.3949,2,"NFLX,HALO",Bull_LowVol
2015-07-07,75927.64,-20.14,40286.9,116234.69,1.53,-0.4091,2,"NFLX,HALO",Bull_LowVol
2015-07-08,74437.13,-25.18,40286.9,114749.22,1.54,-0.4207,2,"NFLX,HALO",Bull_LowVol
2015-07-09,78070.48,-30.22,40286.9,118387.6,1.52,-0.3924,2,"NFLX,HALO",Bull_LowVol
2015-07-10,79970.55,-35.25,40286.9,120292.71,1.5,-0.3776,2,"NFLX,HALO",Bull_LowVol
2015-07-13,84328.68,-40.29,40286.9,124655.87,1.48,-0.3437,2,"NFLX,HALO",Bull_LowVol
2015-07-14,84612.36,-45.32,40286.9,124944.59,1.48,-0.3415,2,"NFLX,HALO",Bull_LowVol
2015-07-15,81560.69,0.0,82259.28,163819.97,2.01,-0.3653,2,"NFLX,HALO",Bull_LowVol
2015-07-16,99828.01,-10.28,82259.28,182097.57,1.82,-0.2231,2,"NFLX,HALO",Bull_LowVol
2015-07-17,99388.83,-20.56,82259.28,181668.67,1.83,-0.2265,2,"NFLX,HALO",Bull_LowVol
